Server Count,Client Count,Trade Volume,Query Name,Query Duration(s),Record Count,Query Statement,Sitesperhost,Kfactor,Temtablesize,Date
3,1,25000000,SumPositionByAccountAndProduct,0.868,1,SELECT sum(position_delta) from trades where account_id = ? and product_cusip = ?,6,0,2048,2014-01-27 03:55:36Server Count,Client Count,Trade Volume,Query Name,Query Duration(s),Record Count,Query Statement,Sitesperhost,Kfactor,Temtablesize,Date
3,1,2500,SumPositionByAccountAndProduct,0.013,1,SELECT sum(position_delta) from trades where account_id = ? and product_cusip = ?,6,0,2048,2014-01-27 04:02:15Server Count,Client Count,Trade Volume,Query Name,Query Duration(s),Record Count,Query Statement,Sitesperhost,Kfactor,Temtablesize,Date
3,1,2500,SumPositionByAccountAndProduct,0.012,1,SELECT sum(position_delta) from trades where account_id = ? and product_cusip = ?,6,0,2048,2014-01-27 04:07:36Server Count,Client Count,Trade Volume,Query Name,Query Duration(s),Record Count,Query Statement,Sitesperhost,Kfactor,Temtablesize,Date
2,1,2500,SumPositionByAccountAndProduct,0.013,1,SELECT sum(position_delta) from trades where account_id = ? and product_cusip = ?,6,0,2048,2014-01-27 04:10:34Server Count,Client Count,Trade Volume,Query Name,Query Duration(s),Record Count,Query Statement,Sitesperhost,Kfactor,Temtablesize,Date
3,1,2500,SumPositionByAccountAndProduct,0.013,1,SELECT sum(position_delta) from trades where account_id = ? and product_cusip = ?,6,0,2048,2014-01-27 04:32:53
